entry_date,exit_date,entry_spot,strike,entry_prem,exit_prem,exit_reason,pnl_pct,gates
2010-02-02,2010-03-03,1.3976240158081055,1.3976240158081055,0.03594214926858175,0.027460694313049316,expiry,0.006068481121962159,vix_ok+vrp_ok+atr_ok+mom_ok
2010-04-01,2010-04-30,1.3584003448486328,1.3584003448486328,0.03324788778728083,0.028595447540283203,expiry,0.0034249404195462333,vix_ok+vrp_ok+atr_ok+mom_ok
2011-03-01,2011-03-30,1.3821508884429932,1.3821508884429932,0.03614772149143708,0.028963088989257812,expiry,0.005198153517285531,vix_ok+vrp_ok+atr_ok+mom_ok
2011-04-01,2011-05-02,1.415869116783142,1.415869116783142,0.034719546666325374,0.0635303258895874,expiry,-0.020348476339903637,vix_ok+vrp_ok+atr_ok+mom_ok
2011-05-02,2011-05-31,1.4793994426727295,1.4793994426727295,0.04175115838400134,0.047165632247924805,expiry,-0.003659913413338527,vix_ok+vrp_ok+atr_ok+mom_ok
2012-02-01,2012-03-01,1.3077024221420288,1.3077024221420288,0.03876919850575222,0.024387598037719727,expiry,0.010997609413673257,vix_ok+vrp_ok+atr_ok+mom_ok
2012-03-01,2012-03-23,1.3320900201797485,1.3320900201797485,0.03560380302223698,0.0172517607918779,profit_target,0.013776878403369995,vix_ok+vrp_ok+atr_ok+mom_ok
2012-04-02,2012-04-26,1.3358268737792969,1.3358268737792969,0.03024018716830057,0.014985304032662794,profit_target,0.0114198055414763,vix_ok+vrp_ok+atr_ok+mom_ok
2012-05-01,2012-05-24,1.3239772319793701,1.3239772319793701,0.029546152921966717,0.059092305843933435,stop,-0.022316209228005136,vix_ok+vrp_ok+atr_ok+mom_ok
2012-07-02,2012-07-31,1.2655184268951416,1.2655184268951416,0.031846902151274836,0.039577484130859375,expiry,-0.006108628539333849,vix_ok+vrp_ok+atr_ok+mom_ok
2012-08-01,2012-08-21,1.2294074296951294,1.2294074296951294,0.033678722273289274,0.01660301990461205,profit_target,0.01388937626065241,vix_ok+vrp_ok+atr_ok+mom_ok
2012-09-03,2012-10-02,1.257703423500061,1.257703423500061,0.03130343645152922,0.031122446060180664,expiry,0.00014390546130889806,vix_ok+vrp_ok+atr_ok+mom_ok
2012-10-01,2012-10-26,1.2809016704559326,1.2809016704559326,0.02829064270330872,0.014011866780787044,profit_target,0.011147441097050952,vix_ok+vrp_ok+atr_ok+mom_ok
2012-11-01,2012-11-23,1.2965123653411865,1.2965123653411865,0.025419828463974392,0.012594318955889083,profit_target,0.009892315608351474,vix_ok+vrp_ok+atr_ok+mom_ok
2012-12-03,2013-01-02,1.299680233001709,1.299680233001709,0.02372170980559729,0.0201033353805542,expiry,0.002784049747903132,vix_ok+vrp_ok+atr_ok+mom_ok
2013-01-01,2013-01-30,1.3201320171356201,1.3201320171356201,0.027307608686687468,0.02903151512145996,expiry,-0.0013058591204484,vix_ok+vrp_ok+atr_ok+mom_ok
2013-05-01,2013-05-30,1.3168290853500366,1.3168290853500366,0.026513564784942822,0.02204573154449463,expiry,0.0033928725376388266,vix_ok+vrp_ok+atr_ok+mom_ok
2013-10-01,2013-10-31,1.3525211811065674,1.3525211811065674,0.025244945642859395,0.019879937171936035,expiry,0.003966672423225173,vix_ok+vrp_ok+atr_ok+mom_ok
2013-11-01,2013-11-25,1.3579760789871216,1.3579760789871216,0.026188431722963257,0.011959495324258773,profit_target,0.010478046424291561,vix_ok+vrp_ok+atr_ok+mom_ok
2013-12-02,2013-12-26,1.3585110902786255,1.3585110902786255,0.025325564486459173,0.011549711580432609,profit_target,0.010140405186682126,vix_ok+vrp_ok+atr_ok+mom_ok
2014-01-01,2014-01-24,1.3744947910308838,1.3744947910308838,0.02590748869515258,0.010601301893636894,profit_target,0.011135863810757627,vix_ok+vrp_ok+atr_ok+mom_ok
2014-02-03,2014-03-04,1.3488178253173828,1.3488178253173828,0.024897186663000337,0.02488398551940918,expiry,9.78719538203828e-06,vix_ok+vrp_ok+atr_ok+mom_ok
2014-03-03,2014-03-24,1.377695083618164,1.377695083618164,0.023975860618154154,0.011730161312294762,profit_target,0.00888854105053434,vix_ok+vrp_ok+atr_ok+mom_ok
2014-04-01,2014-04-22,1.3775053024291992,1.3775053024291992,0.021729139473208647,0.010665304536037201,profit_target,0.008031791179068876,vix_ok+vrp_ok+atr_ok+mom_ok
2014-05-01,2014-05-30,1.386924147605896,1.386924147605896,0.01860406590612862,0.02647256851196289,expiry,-0.005673347471393338,vix_ok+vrp_ok+atr_ok+mom_ok
2014-06-02,2014-06-19,1.3628062009811401,1.3628062009811401,0.021622274007141007,0.010110939172438105,profit_target,0.008446787831179092,vix_ok+vrp_ok+atr_ok+mom_ok
2014-07-01,2014-07-30,1.3693565130233765,1.3693565130233765,0.015705306095560867,0.028244733810424805,expiry,-0.009157168053466494,vix_ok+vrp_ok+atr_ok+mom_ok
2014-08-01,2014-09-01,1.3389928340911865,1.3389928340911865,0.01532645719618464,0.026208996772766113,expiry,-0.008127406883374226,vix_ok+vrp_ok+atr_ok+mom_ok
2014-09-01,2014-09-26,1.3127838373184204,1.3127838373184204,0.018421398966925184,0.03684279793385037,stop,-0.014032317007005479,vix_ok+vrp_ok+atr_ok+mom_ok
2015-08-03,2015-08-25,1.0969001054763794,1.0969001054763794,0.02783045602450951,0.05566091204901902,stop,-0.025371914803876194,vix_ok+vrp_ok+atr_ok+mom_ok
2015-10-01,2015-10-27,1.11720609664917,1.11720609664917,0.027395815579791982,0.01361438303319465,profit_target,0.012335622395842547,vix_ok+vrp_ok+atr_ok+mom_ok
2015-11-02,2015-12-01,1.102596640586853,1.102596640586853,0.029444615005554287,0.04530191421508789,expiry,-0.014381777184713364,vix_ok+vrp_ok+atr_ok+mom_ok
2016-02-01,2016-02-12,1.0825908184051514,1.0825908184051514,0.025228712302725387,0.050457424605450774,stop,-0.023304014659843286,vix_ok+vrp_ok+atr_ok+mom_ok
2016-04-01,2016-04-27,1.1379671096801758,1.1379671096801758,0.02421891555507738,0.010736287707387937,profit_target,0.01184799431635482,vix_ok+vrp_ok+atr_ok+mom_ok
2016-05-02,2016-05-31,1.146302580833435,1.146302580833435,0.02621310395063492,0.031462907791137695,expiry,-0.004579771456752574,vix_ok+vrp_ok+atr_ok+mom_ok
