entry_date,exit_date,entry_spot,strike,entry_prem,exit_prem,exit_reason,pnl_pct,gates
2010-03-10,2010-04-01,56.16642379760742,56.16642379760742,1.6745103775023438,0.7745389555727584,profit_target,0.016023299350027737,vix_ok+vrp_ok+atr_ok+mom_ok
2010-04-01,2010-05-03,55.97285079956055,55.97285079956055,1.576923448473103,1.925262451171875,expiry,-0.00622335646162062,vix_ok+vrp_ok+atr_ok+mom_ok
2010-05-03,2010-05-06,57.89811325073242,57.89811325073242,1.8297868587799755,3.659573717559951,stop,-0.031603566265725046,vix_ok+vrp_ok+atr_ok+mom_ok
2010-11-01,2010-11-30,64.17900085449219,64.17900085449219,2.313350853838056,1.0239661307754666,profit_target,0.020090445564677865,vix_ok+vrp_ok+atr_ok+mom_ok
2011-02-01,2011-03-02,58.850624084472656,58.850624084472656,2.3392632187821434,0.6399277423322385,profit_target,0.02887540281664172,vix_ok+vrp_ok+atr_ok+mom_ok
2011-03-01,2011-03-24,60.293697357177734,60.293697357177734,1.9711312997486168,0.9717518752964871,profit_target,0.016575188921187586,vix_ok+vrp_ok+atr_ok+mom_ok
2011-04-01,2011-04-21,60.42936325073242,60.42936325073242,2.098438725657612,1.0419096150334575,profit_target,0.01748370417607121,vix_ok+vrp_ok+atr_ok+mom_ok
2011-05-02,2011-06-01,61.6424446105957,61.6424446105957,1.8444068278241588,2.8680686950683594,expiry,-0.016606445018701347,vix_ok+vrp_ok+atr_ok+mom_ok
2011-06-01,2011-06-30,64.51051330566406,64.51051330566406,1.8612494427881288,2.338958740234375,expiry,-0.007405138681547323,vix_ok+vrp_ok+atr_ok+mom_ok
2011-07-01,2011-08-02,62.072113037109375,62.072113037109375,2.3641399247641566,4.728279849528313,stop,-0.038086989617233946,vix_ok+vrp_ok+atr_ok+mom_ok
2012-02-01,2012-02-27,80.5689697265625,80.5689697265625,3.312179853274664,1.5326581375808246,profit_target,0.02208693646863347,vix_ok+vrp_ok+atr_ok+mom_ok
2012-03-01,2012-03-29,78.63858032226562,78.63858032226562,3.2173381457051633,1.3576632197521503,profit_target,0.023648378675351887,vix_ok+vrp_ok+atr_ok+mom_ok
2012-05-01,2012-05-31,79.28500366210938,79.28500366210938,3.499527752054533,6.999055504109066,stop,-0.04413858346994025,vix_ok+vrp_ok+atr_ok+mom_ok
2012-06-01,2012-07-02,88.95420837402344,88.95420837402344,3.479965143053782,2.6396102905273438,expiry,0.009447049980963467,vix_ok+vrp_ok+atr_ok+mom_ok
2012-07-02,2012-07-27,86.3145980834961,86.3145980834961,4.033521558810747,1.799029655984782,profit_target,0.02588776351208214,vix_ok+vrp_ok+atr_ok+mom_ok
2012-08-01,2012-08-30,88.25104522705078,88.25104522705078,2.9801580610713074,1.9462051391601562,expiry,0.011716041654249134,vix_ok+vrp_ok+atr_ok+mom_ok
2012-09-04,2012-10-03,87.43672180175781,87.43672180175781,3.3084182371495743,1.9018478393554688,expiry,0.016086723847940833,vix_ok+vrp_ok+atr_ok+mom_ok
2012-10-01,2012-10-23,85.62434387207031,85.62434387207031,3.7133777622673705,1.8205944257930078,profit_target,0.022105668211628387,vix_ok+vrp_ok+atr_ok+mom_ok
2012-11-01,2012-12-03,84.1998291015625,84.1998291015625,3.3285880175029945,1.7584915161132812,expiry,0.018647264705203268,vix_ok+vrp_ok+atr_ok+mom_ok
2012-12-03,2012-12-28,85.95832061767578,85.95832061767578,2.5157332728665693,1.0969571176104722,profit_target,0.016505396395149575,vix_ok+vrp_ok+atr_ok+mom_ok
2013-01-02,2013-02-01,82.62310028076172,82.62310028076172,2.8924868057440136,2.6007080078125,expiry,0.0035314433486521267,vix_ok+vrp_ok+atr_ok+mom_ok
2013-02-01,2013-03-05,80.02239227294922,80.02239227294922,2.5057211985627106,1.8307342529296875,expiry,0.00843497584189564,vix_ok+vrp_ok+atr_ok+mom_ok
2013-03-01,2013-03-27,82.52638244628906,82.52638244628906,2.735592876000325,0.9040107725456785,profit_target,0.022193897868317464,vix_ok+vrp_ok+atr_ok+mom_ok
2013-04-01,2013-04-30,82.35072326660156,82.35072326660156,2.355211058363352,3.213623046875,expiry,-0.010423854878998839,vix_ok+vrp_ok+atr_ok+mom_ok
2013-10-01,2013-10-30,74.673828125,74.673828125,2.4207904746315876,1.1363372802734375,profit_target,0.017200848364276225,vix_ok+vrp_ok+atr_ok+mom_ok
2013-11-01,2013-12-03,75.15015411376953,75.15015411376953,1.9729504140829803,1.5365753173828125,expiry,0.005806709272206431,vix_ok+vrp_ok+atr_ok+mom_ok
2014-01-02,2014-01-29,72.75749206542969,72.75749206542969,2.0406578050381654,4.081315610076331,stop,-0.02804739068250227,vix_ok+vrp_ok+atr_ok+mom_ok
2014-02-03,2014-02-28,78.04811096191406,78.04811096191406,1.9150513556931585,0.8777361914621906,profit_target,0.013290714553452258,vix_ok+vrp_ok+atr_ok+mom_ok
2014-03-03,2014-03-28,78.03005981445312,78.03005981445312,2.061596356424978,0.7975629171773271,profit_target,0.016199313985576624,vix_ok+vrp_ok+atr_ok+mom_ok
2014-04-01,2014-05-01,77.41287231445312,77.41287231445312,2.5356330262276643,3.1583938598632812,expiry,-0.008044667702109619,vix_ok+vrp_ok+atr_ok+mom_ok
2014-05-01,2014-06-02,80.5712661743164,80.5712661743164,2.0789023898280377,0.8860397338867188,profit_target,0.014805062804406643,vix_ok+vrp_ok+atr_ok+mom_ok
2014-06-02,2014-06-25,81.45730590820312,81.45730590820312,2.3497293017062475,1.0697320406661106,profit_target,0.01571371955859438,vix_ok+vrp_ok+atr_ok+mom_ok
2014-07-01,2014-07-31,81.1757583618164,81.1757583618164,2.307447659742351,1.2290191650390625,expiry,0.013285105263772464,vix_ok+vrp_ok+atr_ok+mom_ok
2014-11-03,2014-12-03,86.85552215576172,86.85552215576172,2.2587463981238614,1.536041259765625,expiry,0.008320773629823771,vix_ok+vrp_ok+atr_ok+mom_ok
2014-12-01,2014-12-16,88.91110229492188,88.91110229492188,2.061329392163529,4.122658784327058,stop,-0.023184161920814034,vix_ok+vrp_ok+atr_ok+mom_ok
2015-08-03,2015-08-27,91.93907928466797,91.93907928466797,3.652113900544194,1.7252955725497827,profit_target,0.020957555187478726,vix_ok+vrp_ok+atr_ok+mom_ok
2015-11-02,2015-11-24,91.33291625976562,91.33291625976562,2.9152876569215493,1.386595490225499,profit_target,0.016737581906923916,vix_ok+vrp_ok+atr_ok+mom_ok
2015-12-01,2015-12-31,92.18705749511719,92.18705749511719,2.4133192347086307,1.4988784790039062,expiry,0.009919404963686568,vix_ok+vrp_ok+atr_ok+mom_ok
2016-01-04,2016-02-03,91.34241485595703,91.34241485595703,3.9563386477294102,5.0712432861328125,expiry,-0.012205771438838768,vix_ok+vrp_ok+atr_ok+mom_ok
2016-02-01,2016-03-02,95.44914245605469,95.44914245605469,3.1728097940470406,1.909881591796875,expiry,0.013231425340794703,vix_ok+vrp_ok+atr_ok+mom_ok
2016-04-01,2016-04-29,98.86192321777344,98.86192321777344,2.7553291846361176,1.0471987645585568,profit_target,0.017277940429247816,vix_ok+vrp_ok+atr_ok+mom_ok
2016-05-02,2016-06-01,96.89299774169922,96.89299774169922,2.899029307527165,2.174102783203125,expiry,0.007481722531246014,vix_ok+vrp_ok+atr_ok+mom_ok
2016-06-01,2016-06-27,99.06710052490234,99.06710052490234,2.8479401074239306,5.695880214847861,stop,-0.02874758716399546,vix_ok+vrp_ok+atr_ok+mom_ok
2016-09-01,2016-09-29,106.75272369384766,106.75272369384766,3.091513389903618,1.1802835380852095,profit_target,0.01790333572471234,vix_ok+vrp_ok+atr_ok+mom_ok
2016-10-03,2016-11-01,104.67997741699219,104.67997741699219,3.3428326711114664,4.2465667724609375,expiry,-0.008633304320934754,vix_ok+vrp_ok+atr_ok+mom_ok
2016-11-01,2016-11-09,100.43341064453125,100.43341064453125,2.4793785276234033,4.9587570552468065,stop,-0.024686790100146908,vix_ok+vrp_ok+atr_ok+mom_ok
2017-01-03,2017-01-27,92.14346313476562,92.14346313476562,2.7634273721402494,1.3281010071852677,profit_target,0.015577082910979007,vix_ok+vrp_ok+atr_ok+mom_ok
2017-04-03,2017-04-27,94.2894287109375,94.2894287109375,2.546856933647142,1.2150629880779533,profit_target,0.014124530859679517,vix_ok+vrp_ok+atr_ok+mom_ok
2017-05-01,2017-05-31,94.0281753540039,94.0281753540039,2.685471154825599,2.578277587890625,expiry,0.0011400153893384006,vix_ok+vrp_ok+atr_ok+mom_ok
2017-06-01,2017-06-30,96.61653137207031,96.61653137207031,2.008476135345795,0.7548904418945312,profit_target,0.012974857155901246,vix_ok+vrp_ok+atr_ok+mom_ok
2017-07-03,2017-07-26,97.05792999267578,97.05792999267578,2.6379259601044964,1.2347188481884075,profit_target,0.014457418492460928,vix_ok+vrp_ok+atr_ok+mom_ok
2017-08-01,2017-08-30,97.4095458984375,97.4095458984375,2.346139626357491,2.3211593627929688,expiry,0.0002564457449639248,vix_ok+vrp_ok+atr_ok+mom_ok
2017-09-01,2017-10-03,99.26253509521484,99.26253509521484,2.2828697463682914,1.6431884765625,expiry,0.0064443374249125805,vix_ok+vrp_ok+atr_ok+mom_ok
2017-11-01,2017-11-29,98.10132598876953,98.10132598876953,2.1219237078164426,0.9941501637561387,profit_target,0.011496007140509083,vix_ok+vrp_ok+atr_ok+mom_ok
2018-04-02,2018-05-01,96.8447265625,96.8447265625,2.2766081996020944,2.5498046875,expiry,-0.002820974332779955,vix_ok+vrp_ok+atr_ok+mom_ok
2018-05-01,2018-05-23,94.294921875,94.294921875,2.3596220299686195,1.1435732864402794,profit_target,0.012896227276590445,vix_ok+vrp_ok+atr_ok+mom_ok
2018-07-02,2018-08-01,97.08001708984375,97.08001708984375,2.243079137230609,2.1001663208007812,expiry,0.001472113630733784,vix_ok+vrp_ok+atr_ok+mom_ok
2018-08-01,2018-08-30,94.97985076904297,94.97985076904297,2.2457252098771505,2.2610931396484375,expiry,-0.00016180199954889685,vix_ok+vrp_ok+atr_ok+mom_ok
2018-09-04,2018-10-03,96.45549011230469,96.45549011230469,1.8795172202210892,3.7590344404421785,stop,-0.019485850085181642,vix_ok+vrp_ok+atr_ok+mom_ok
2018-10-01,2018-10-30,93.54573059082031,93.54573059082031,1.9525067624819243,1.6027374267578125,expiry,0.003739019766215123,vix_ok+vrp_ok+atr_ok+mom_ok
2018-12-03,2018-12-19,93.77190399169922,93.77190399169922,1.8136019799208825,3.627203959841765,stop,-0.019340569005417915,vix_ok+vrp_ok+atr_ok+mom_ok
2019-02-01,2019-02-25,98.33663177490234,98.33663177490234,2.454809434355731,1.1675194544547978,profit_target,0.013090645435646066,vix_ok+vrp_ok+atr_ok+mom_ok
2019-06-03,2019-06-28,108.58403778076172,108.58403778076172,2.440764486190716,1.0040408279093427,profit_target,0.013231444396847834,vix_ok+vrp_ok+atr_ok+mom_ok
2020-08-03,2020-09-01,142.43222045898438,142.43222045898438,3.8179264537446613,4.948760986328125,expiry,-0.007939457300738391,vix_ok+vrp_ok+atr_ok+mom_ok
2020-09-01,2020-09-24,137.48345947265625,137.48345947265625,4.810141596755294,2.396580946227168,profit_target,0.017555280175417416,vix_ok+vrp_ok+atr_ok+mom_ok
2020-10-01,2020-10-30,137.20591735839844,137.20591735839844,3.842685803721899,4.862945556640625,expiry,-0.007435974865819264,vix_ok+vrp_ok+atr_ok+mom_ok
2020-11-02,2020-11-30,133.33424377441406,133.33424377441406,4.433541242439205,2.0732961437921062,profit_target,0.017701717367073058,vix_ok+vrp_ok+atr_ok+mom_ok
2021-01-04,2021-02-03,132.7332305908203,132.7332305908203,3.403889108988878,6.4761962890625,expiry,-0.023146480850335754,vix_ok+vrp_ok+atr_ok+mom_ok
